# Each line has information on a detected BGP prefix hijacking
# Format: Comma-separated columns
# Column 1: AS responsible for the hijacking
# Column 2: AS victim of the hijacking
# Column 3: Hijacking start date and time
# Column 4: Hijacking end date and time
# Missing end time indicates that the hijack has persisted
4134,30076,27/09/18 17:20,27/09/18 21:57
202663,59703,06/05/18 18:47,06/05/18 22:07
202663,59703,06/05/18 18:47,06/05/18 22:07
4538,30076,27/09/18 17:20,27/09/18 21:56
4837,30076,27/09/18 17:20,27/09/18 21:56
4134,30076,27/09/18 17:20,27/09/18 21:57
4837,30076,27/09/18 17:20,27/09/18 21:56
55933,30076,27/09/18 17:20,27/09/18 21:56
8273,7087,27/09/18 14:05,27/09/18 14:06
48695,57695,27/09/18 09:48,27/09/18 09:50
59189,135391,27/09/18 08:27,27/09/18 08:27
59189,135391,27/09/18 08:27,27/09/18 08:27
265791,265790,27/09/18 03:49,09/10/18 23:33
265791,265790,27/09/18 03:49,09/10/18 23:33
48309,203684,07/05/18 07:20,21/05/18 01:08
49906,36882,07/05/18 07:52,07/05/18 07:53
49906,36882,07/05/18 07:52,07/05/18 07:53
237,28186,26/09/18 20:58,08/10/18 03:10
133398,61004,26/09/18 01:22,26/09/18 01:42
4812,48964,07/05/18 09:02,21/05/18 00:54
34892,47481,07/05/18 10:19,21/05/18 00:38
29073,174,25/09/18 22:05,09/10/18 12:04
29073,174,25/09/18 22:05,09/10/18 12:04
1668,52339,25/09/18 21:53,03/10/18 18:05
680,51964,25/09/18 10:07,09/10/18 02:04
1273,198949,07/05/18 14:02,07/05/18 17:35
41095,41717,07/05/18 17:07,21/05/18 00:02
680,51964,25/09/18 10:07,09/10/18 02:04
51417,206830,25/09/18 09:31,25/09/18 10:06
134806,59382,24/09/18 23:45,24/09/18 23:54
19217,55803,24/09/18 20:14,08/10/18 17:58
27773,263817,07/05/18 22:10,21/05/18 00:03
37692,46664,24/09/18 18:00,08/10/18 06:03
26415,396558,24/09/18 17:55,05/10/18 10:47
3741,63018,24/09/18 17:36,08/10/18 06:41
10834,7908,24/09/18 12:40,24/09/18 12:45
48094,28140,24/09/18 11:48,24/09/18 11:49
48094,28140,24/09/18 11:48,24/09/18 11:49
1600,28140,24/09/18 11:39,24/09/18 11:39
133233,28140,24/09/18 11:16,24/09/18 11:16
25251,28140,24/09/18 11:12,24/09/18 11:13
63963,28140,24/09/18 11:11,24/09/18 11:12
63963,28140,24/09/18 11:11,24/09/18 11:12
133028,28140,24/09/18 11:05,24/09/18 11:05
27051,28140,24/09/18 10:57,24/09/18 10:58
206175,28140,24/09/18 10:54,24/09/18 10:54
206175,28140,24/09/18 10:54,24/09/18 10:54
9255,28140,24/09/18 10:42,24/09/18 10:42
2830,28140,24/09/18 10:37,24/09/18 10:38
50887,28140,24/09/18 10:33,24/09/18 10:37
50887,28140,24/09/18 10:33,24/09/18 10:37
25229,28140,24/09/18 10:28,24/09/18 11:48
203574,28140,24/09/18 10:25,24/09/18 10:25
6663,28140,24/09/18 10:25,24/09/18 10:25
21100,24875,08/05/18 11:53,22/05/18 00:16
21100,24875,08/05/18 11:53,22/05/18 00:16
205685,50607,08/05/18 12:37,08/05/18 13:37
41107,3549,08/05/18 12:57,09/05/18 09:27
51799,28140,24/09/18 10:25,24/09/18 10:25
203574,28140,24/09/18 10:25,24/09/18 10:25
6663,28140,24/09/18 10:25,24/09/18 10:25
6062,577,08/05/18 14:40,18/05/18 15:48
3209,210217,24/09/18 07:45,07/10/18 21:53
6503,197071,23/09/18 17:50,03/10/18 22:39
3208,197071,23/09/18 17:50,03/10/18 22:39
137252,3,23/09/18 17:14,23/09/18 17:21
28356,3356,23/09/18 05:48,06/10/18 21:45
28356,3549,23/09/18 05:33,06/10/18 22:49
263621,3356,23/09/18 01:27,23/09/18 02:22
198412,56630,08/05/18 17:37,08/05/18 17:54
51430,29802,08/05/18 17:50,21/05/18 23:28
263210,286,21/09/18 02:05,
263210,286,21/09/18 02:05,
263332,8455,20/09/18 21:36,
47987,6939,20/09/18 21:06,
133846,286,20/09/18 20:03,
266453,3549,20/09/18 17:03,
263395,8455,20/09/18 17:02,20/09/18 21:38
206313,286,20/09/18 10:50,20/09/18 10:50
131429,13030,20/09/18 10:10,20/09/18 10:10
202316,203459,20/09/18 09:55,28/09/18 15:09
264392,286,20/09/18 05:52,
266922,174,20/09/18 02:02,20/09/18 02:03
206479,13030,20/09/18 02:00,
263885,286,20/09/18 01:07,
262675,8455,20/09/18 00:28,20/09/18 05:03
267150,8455,20/09/18 00:21,20/09/18 00:21
328145,1299,19/09/18 22:00,
267359,286,19/09/18 21:02,19/09/18 21:03
263514,8455,19/09/18 17:25,19/09/18 17:25
48838,7979,09/05/18 08:46,09/05/18 08:55
265080,13030,19/09/18 17:23,
267002,62663,19/09/18 17:12,19/09/18 17:12
265242,286,19/09/18 15:36,
263960,286,19/09/18 15:24,
18930,13979,19/09/18 15:08,19/09/18 15:14
22773,49623,09/05/18 15:05,09/05/18 15:10
209,64280,09/05/18 15:13,23/05/18 10:37
268481,8455,19/09/18 14:24,19/09/18 14:24
263076,1299,19/09/18 13:56,
264322,286,19/09/18 12:51,
264322,286,19/09/18 12:51,
203724,8455,19/09/18 12:19,19/09/18 12:19
7018,37282,09/05/18 19:13,10/05/18 09:07
58563,199274,19/09/18 11:57,30/09/18 23:37
11757,2856,19/09/18 08:57,03/10/18 04:33
